,feature,unique_vals
868,abs_TDM_UR_2_ur.gr22-1.os.table_pos_before.act_[i_103.0],146526
869,abs_TDM_UR_2_ur.gr22-1.os.table_pos_before.set_[i_103.0],86412
870,abs_TDM_UR_2_ur.gr22-2.os.table_pos_before.act_[i_103.0],192898
871,abs_TDM_UR_2_ur.gr22-2.os.table_pos_before.set_[i_103.0],86412
872,abs_TDM_UR_2_ur.gg25.cool_roll.set_[i_103.0],84179
873,abs_TDM_UR_2_ur.gg25.cool_roll.act_[i_103.0],357784
874,abs_TDM_UR_2_ur.ds.pos_low_hor_roll_[i_103.0],369853
875,abs_TDM_UR_2_ur.os.pos_low_hor_roll_[i_103.0],369424
876,abs_TDM_UR_2_ur.ds.pos_up_hor_roll_[i_103.0],365785
877,abs_TDM_UR_2_ur.os.pos_up_hor_roll_[i_103.0],369571
878,abs_TDM_UR_2_ur.ds.pos_vert_roll_in_[i_103.0],364980
879,abs_TDM_UR_2_ur.ds.pos_vert_roll_out_[i_103.0],362760
880,abs_TDM_UR_2_ur.os.pos_vert_roll_in_[i_103.0],363283
881,abs_TDM_UR_2_ur.os.pos_vert_roll_out_[i_103.0],362352
882,abs_TDM_UR_2_ur.load_hor_roll_[i_103.0],369877
883,abs_TDM_UR_2_ur.os.load_hor_roll.lower_[i_103.0],364896
884,abs_TDM_UR_2_ur.os.load_hor_roll.upper_[i_103.0],364772
885,abs_TDM_UR_2_ur.ds.load_hor_roll.lower_[i_103.0],364478
886,abs_TDM_UR_2_ur.ds.load_hor_roll.upper_[i_103.0],364205
887,abs_TDM_UR_2_ur.os.load_vert_roll_[i_103.0],366449
888,abs_TDM_UR_2_ur.ds.load_vert_roll_[i_103.0],372737
889,abs_TDM_UR_2_ur.axial_displace_lower_shaft_[i_103.0],353555
890,abs_TDM_UR_2_ur.torque_[i_103.0],369762
891,abs_TDM_UR_2_ur.current_[i_103.0],352954
892,abs_TDM_UR_2_ur.speed.act_[i_103.0],471290
893,abs_TDM_UR_2_ur.speed.set_[i_103.0],295038
894,TDM_UR_3_ur.descaling.pressure.extrapolated_[ni],829531
895,TDM_UR_3_ur.gr24_bt01.temp.extrapolated_[ni],329481
896,TDM_UR_3_ur.ge11-1.ds.line_before.act_[ni],813688
897,TDM_UR_3_ur.ge11-1.ds.line_before.set_[ni],186902
898,TDM_UR_3_ur.ge11-2.ds.line_before.act_[ni],747986
899,TDM_UR_3_ur.ge11-2.ds.line_before.set_[ni],186902
900,TDM_UR_3_ur.ge11-3.ds.line_before.act_[ni],774234
901,TDM_UR_3_ur.ge11-3.ds.line_before.set_[ni],165430
902,TDM_UR_3_ur.ge12-1.os.line_before.act_[ni],713932
903,TDM_UR_3_ur.ge12-1.os.line_before.set_[ni],213534
904,TDM_UR_3_ur.ge12-2.os.line_before.act_[ni],575273
905,TDM_UR_3_ur.ge12-2.os.line_before.set_[ni],213534
906,TDM_UR_3_ur.ge12-3.os.line_before.act_[ni],612403
907,TDM_UR_3_ur.ge12-3.os.line_before.set_[ni],164333
908,TDM_UR_3_ur.gr27-1.table_pos_before.act_[ni],244358
909,TDM_UR_3_ur.gr27-1.table_pos_before.set_[ni],201833
910,TDM_UR_3_ur.gr22-1.os.table_pos_before.act_[ni],262350
911,TDM_UR_3_ur.gr22-1.os.table_pos_before.set_[ni],202188
912,TDM_UR_3_ur.gr22-2.os.table_pos_before.act_[ni],301093
913,TDM_UR_3_ur.gr22-2.os.table_pos_before.set_[ni],202188
914,TDM_UR_3_ur.gg25.cool_roll.set_[ni],192191
915,TDM_UR_3_ur.gg25.cool_roll.act_[ni],855686
916,TDM_UR_3_ur.ds.pos_low_hor_roll_[ni],845258
917,TDM_UR_3_ur.os.pos_low_hor_roll_[ni],839649
918,TDM_UR_3_ur.ds.pos_up_hor_roll_[ni],815978
919,TDM_UR_3_ur.os.pos_up_hor_roll_[ni],848161
920,TDM_UR_3_ur.ds.pos_vert_roll_in_[ni],820336
921,TDM_UR_3_ur.ds.pos_vert_roll_out_[ni],809515
922,TDM_UR_3_ur.os.pos_vert_roll_in_[ni],819902
923,TDM_UR_3_ur.os.pos_vert_roll_out_[ni],822262
924,TDM_UR_3_ur.load_hor_roll_[ni],870911
925,TDM_UR_3_ur.os.load_hor_roll.lower_[ni],865747
926,TDM_UR_3_ur.os.load_hor_roll.upper_[ni],865309
927,TDM_UR_3_ur.ds.load_hor_roll.lower_[ni],865230
928,TDM_UR_3_ur.ds.load_hor_roll.upper_[ni],865017
929,TDM_UR_3_ur.os.load_vert_roll_[ni],865952
930,TDM_UR_3_ur.ds.load_vert_roll_[ni],874148
931,TDM_UR_3_ur.axial_displace_lower_shaft_[ni],788368
932,TDM_UR_3_ur.torque_[ni],871363
933,TDM_UR_3_ur.current_[ni],790957
934,TDM_UR_3_ur.speed.act_[ni],962459
935,TDM_UR_3_ur.speed.set_[ni],350624
936,abs_TDM_UR_3_ur.descaling.pressure.extrapolated_[ni],829531
937,abs_TDM_UR_3_ur.gr24_bt01.temp.extrapolated_[ni],329481
938,abs_TDM_UR_3_ur.ge11-1.ds.line_before.act_[ni],813688
939,abs_TDM_UR_3_ur.ge11-1.ds.line_before.set_[ni],186902
940,abs_TDM_UR_3_ur.ge11-2.ds.line_before.act_[ni],747986
941,abs_TDM_UR_3_ur.ge11-2.ds.line_before.set_[ni],186902
942,abs_TDM_UR_3_ur.ge11-3.ds.line_before.act_[ni],774234
943,abs_TDM_UR_3_ur.ge11-3.ds.line_before.set_[ni],165430
944,abs_TDM_UR_3_ur.ge12-1.os.line_before.act_[ni],713932
945,abs_TDM_UR_3_ur.ge12-1.os.line_before.set_[ni],213534
946,abs_TDM_UR_3_ur.ge12-2.os.line_before.act_[ni],575273
947,abs_TDM_UR_3_ur.ge12-2.os.line_before.set_[ni],213534
948,abs_TDM_UR_3_ur.ge12-3.os.line_before.act_[ni],612403
949,abs_TDM_UR_3_ur.ge12-3.os.line_before.set_[ni],164333
950,abs_TDM_UR_3_ur.gr27-1.table_pos_before.act_[ni],244358
951,abs_TDM_UR_3_ur.gr27-1.table_pos_before.set_[ni],201833
952,abs_TDM_UR_3_ur.gr22-1.os.table_pos_before.act_[ni],262350
953,abs_TDM_UR_3_ur.gr22-1.os.table_pos_before.set_[ni],202188
954,abs_TDM_UR_3_ur.gr22-2.os.table_pos_before.act_[ni],301093
955,abs_TDM_UR_3_ur.gr22-2.os.table_pos_before.set_[ni],202188
956,abs_TDM_UR_3_ur.gg25.cool_roll.set_[ni],192191
957,abs_TDM_UR_3_ur.gg25.cool_roll.act_[ni],855686
958,abs_TDM_UR_3_ur.ds.pos_low_hor_roll_[ni],845258
959,abs_TDM_UR_3_ur.os.pos_low_hor_roll_[ni],839649
960,abs_TDM_UR_3_ur.ds.pos_up_hor_roll_[ni],815978
961,abs_TDM_UR_3_ur.os.pos_up_hor_roll_[ni],848161
962,abs_TDM_UR_3_ur.ds.pos_vert_roll_in_[ni],820336
963,abs_TDM_UR_3_ur.ds.pos_vert_roll_out_[ni],809515
964,abs_TDM_UR_3_ur.os.pos_vert_roll_in_[ni],819902
965,abs_TDM_UR_3_ur.os.pos_vert_roll_out_[ni],822262
966,abs_TDM_UR_3_ur.load_hor_roll_[ni],869578
967,abs_TDM_UR_3_ur.os.load_hor_roll.lower_[ni],865102
968,abs_TDM_UR_3_ur.os.load_hor_roll.upper_[ni],864691
969,abs_TDM_UR_3_ur.ds.load_hor_roll.lower_[ni],864287
970,abs_TDM_UR_3_ur.ds.load_hor_roll.upper_[ni],864338
971,abs_TDM_UR_3_ur.os.load_vert_roll_[ni],865447
972,abs_TDM_UR_3_ur.ds.load_vert_roll_[ni],873653
973,abs_TDM_UR_3_ur.axial_displace_lower_shaft_[ni],788368
974,abs_TDM_UR_3_ur.torque_[ni],868792
975,abs_TDM_UR_3_ur.current_[ni],790957
976,abs_TDM_UR_3_ur.speed.act_[ni],962458
977,abs_TDM_UR_3_ur.speed.set_[ni],350619
978,TDM_E_1_e.gh25.cool_roll.act_[i_103.0],342530
979,TDM_E_1_e.ds.pos_low_hor_roll_[i_103.0],352807
980,TDM_E_1_e.os.pos_low_hor_roll_[i_103.0],340509
981,TDM_E_1_e.ds.pos_up_hor_roll_[i_103.0],348721
982,TDM_E_1_e.os.pos_up_hor_roll_[i_103.0],336286
983,TDM_E_1_e.load_hor_roll_[i_103.0],350569
984,TDM_E_1_e.os.load_hor_roll.lower_[i_103.0],345331
985,TDM_E_1_e.os.load_hor_roll.upper_[i_103.0],345952
986,TDM_E_1_e.ds.load_hor_roll.lower_[i_103.0],348731
987,TDM_E_1_e.ds.load_hor_roll.upper_[i_103.0],348840
988,TDM_E_1_e.torque_[i_103.0],363742
989,TDM_E_1_e.current_[i_103.0],313517
990,TDM_E_1_e.speed.act_[i_103.0],441146
991,TDM_E_1_e.speed.set_[i_103.0],211943
992,TDM_E_1_e.uf.load_hor_roll_[i_103.0],312225
993,TDM_E_1_e.uf.os.load_hor_roll.lower_[i_103.0],308801
994,TDM_E_1_e.uf.os.load_hor_roll.upper_[i_103.0],308921
995,TDM_E_1_e.uf.ds.load_hor_roll.lower_[i_103.0],309366
996,TDM_E_1_e.uf.ds.load_hor_roll.upper_[i_103.0],308978
997,TDM_E_1_e.uf.os.load_vert_roll_[i_103.0],309252
998,TDM_E_1_e.uf.ds.load_vert_roll_[i_103.0],310664
999,TDM_E_1_e.uf.axial_displace_lower_shaft_[i_103.0],301438
1000,TDM_E_1_e.uf.torque_[i_103.0],315071
1001,TDM_E_1_e.ur.load_hor_roll_[i_103.0],320845
1002,TDM_E_1_e.ur.os.load_hor_roll.lower_[i_103.0],314534
1003,TDM_E_1_e.ur.os.load_hor_roll.upper_[i_103.0],314161
1004,TDM_E_1_e.ur.ds.load_hor_roll.lower_[i_103.0],312790
1005,TDM_E_1_e.ur.ds.load_hor_roll.upper_[i_103.0],312486
1006,TDM_E_1_e.ur.os.load_vert_roll_[i_103.0],311333
1007,TDM_E_1_e.ur.ds.load_vert_roll_[i_103.0],314029
1008,TDM_E_1_e.ur.axial_displace_lower_shaft_[i_103.0],297289
1009,TDM_E_1_e.ur.torque_[i_103.0],315497
1010,abs_TDM_E_1_e.gh25.cool_roll.act_[i_103.0],342530
1011,abs_TDM_E_1_e.ds.pos_low_hor_roll_[i_103.0],352807
1012,abs_TDM_E_1_e.os.pos_low_hor_roll_[i_103.0],340509
1013,abs_TDM_E_1_e.ds.pos_up_hor_roll_[i_103.0],348721
1014,abs_TDM_E_1_e.os.pos_up_hor_roll_[i_103.0],336286
1015,abs_TDM_E_1_e.load_hor_roll_[i_103.0],349983
1016,abs_TDM_E_1_e.os.load_hor_roll.lower_[i_103.0],345046
1017,abs_TDM_E_1_e.os.load_hor_roll.upper_[i_103.0],345373
1018,abs_TDM_E_1_e.ds.load_hor_roll.lower_[i_103.0],348284
1019,abs_TDM_E_1_e.ds.load_hor_roll.upper_[i_103.0],348443
1020,abs_TDM_E_1_e.torque_[i_103.0],358309
1021,abs_TDM_E_1_e.current_[i_103.0],313517
1022,abs_TDM_E_1_e.speed.act_[i_103.0],441101
1023,abs_TDM_E_1_e.speed.set_[i_103.0],211928
1024,abs_TDM_E_1_e.uf.load_hor_roll_[i_103.0],311874
1025,abs_TDM_E_1_e.uf.os.load_hor_roll.lower_[i_103.0],308465
1026,abs_TDM_E_1_e.uf.os.load_hor_roll.upper_[i_103.0],308673
1027,abs_TDM_E_1_e.uf.ds.load_hor_roll.lower_[i_103.0],309210
1028,abs_TDM_E_1_e.uf.ds.load_hor_roll.upper_[i_103.0],308693
1029,abs_TDM_E_1_e.uf.os.load_vert_roll_[i_103.0],309050
1030,abs_TDM_E_1_e.uf.ds.load_vert_roll_[i_103.0],310430
1031,abs_TDM_E_1_e.uf.axial_displace_lower_shaft_[i_103.0],301438
1032,abs_TDM_E_1_e.uf.torque_[i_103.0],314908
1033,abs_TDM_E_1_e.ur.load_hor_roll_[i_103.0],318444
1034,abs_TDM_E_1_e.ur.os.load_hor_roll.lower_[i_103.0],312420
1035,abs_TDM_E_1_e.ur.os.load_hor_roll.upper_[i_103.0],312225
1036,abs_TDM_E_1_e.ur.ds.load_hor_roll.lower_[i_103.0],311102
1037,abs_TDM_E_1_e.ur.ds.load_hor_roll.upper_[i_103.0],310839
1038,abs_TDM_E_1_e.ur.os.load_vert_roll_[i_103.0],310080
1039,abs_TDM_E_1_e.ur.ds.load_vert_roll_[i_103.0],313228
1040,abs_TDM_E_1_e.ur.axial_displace_lower_shaft_[i_103.0],297289
1041,abs_TDM_E_1_e.ur.torque_[i_103.0],315390
1042,TDM_E_2_e.gh25.cool_roll.act_[i_103.0],341661
1043,TDM_E_2_e.ds.pos_low_hor_roll_[i_103.0],351231
1044,TDM_E_2_e.os.pos_low_hor_roll_[i_103.0],345008
1045,TDM_E_2_e.ds.pos_up_hor_roll_[i_103.0],349704
1046,TDM_E_2_e.os.pos_up_hor_roll_[i_103.0],344442
1047,TDM_E_2_e.load_hor_roll_[i_103.0],351659
1048,TDM_E_2_e.os.load_hor_roll.lower_[i_103.0],347562
1049,TDM_E_2_e.os.load_hor_roll.upper_[i_103.0],347736
1050,TDM_E_2_e.ds.load_hor_roll.lower_[i_103.0],348328
1051,TDM_E_2_e.ds.load_hor_roll.upper_[i_103.0],348469
1052,TDM_E_2_e.torque_[i_103.0],359851
1053,TDM_E_2_e.current_[i_103.0],310421
1054,TDM_E_2_e.speed.act_[i_103.0],419809
1055,TDM_E_2_e.speed.set_[i_103.0],154224
1056,TDM_E_2_e.uf.load_hor_roll_[i_103.0],318638
1057,TDM_E_2_e.uf.os.load_hor_roll.lower_[i_103.0],312065
1058,TDM_E_2_e.uf.os.load_hor_roll.upper_[i_103.0],311449
1059,TDM_E_2_e.uf.ds.load_hor_roll.lower_[i_103.0],312275
1060,TDM_E_2_e.uf.ds.load_hor_roll.upper_[i_103.0],311930
1061,TDM_E_2_e.uf.os.load_vert_roll_[i_103.0],311248
1062,TDM_E_2_e.uf.ds.load_vert_roll_[i_103.0],315402
1063,TDM_E_2_e.uf.axial_displace_lower_shaft_[i_103.0],301917
1064,TDM_E_2_e.uf.torque_[i_103.0],312949
1065,TDM_E_2_e.ur.load_hor_roll_[i_103.0],312790
1066,TDM_E_2_e.ur.os.load_hor_roll.lower_[i_103.0],308922
1067,TDM_E_2_e.ur.os.load_hor_roll.upper_[i_103.0],308700
1068,TDM_E_2_e.ur.ds.load_hor_roll.lower_[i_103.0],308803
1069,TDM_E_2_e.ur.ds.load_hor_roll.upper_[i_103.0],308168
1070,TDM_E_2_e.ur.os.load_vert_roll_[i_103.0],310259
1071,TDM_E_2_e.ur.ds.load_vert_roll_[i_103.0],312895
1072,TDM_E_2_e.ur.axial_displace_lower_shaft_[i_103.0],296264
1073,TDM_E_2_e.ur.torque_[i_103.0],314585
1074,abs_TDM_E_2_e.gh25.cool_roll.act_[i_103.0],341661
1075,abs_TDM_E_2_e.ds.pos_low_hor_roll_[i_103.0],351231
1076,abs_TDM_E_2_e.os.pos_low_hor_roll_[i_103.0],345008
1077,abs_TDM_E_2_e.ds.pos_up_hor_roll_[i_103.0],349704
1078,abs_TDM_E_2_e.os.pos_up_hor_roll_[i_103.0],344442
1079,abs_TDM_E_2_e.load_hor_roll_[i_103.0],351086
1080,abs_TDM_E_2_e.os.load_hor_roll.lower_[i_103.0],347228
1081,abs_TDM_E_2_e.os.load_hor_roll.upper_[i_103.0],347180
1082,abs_TDM_E_2_e.ds.load_hor_roll.lower_[i_103.0],347929
1083,abs_TDM_E_2_e.ds.load_hor_roll.upper_[i_103.0],348129
1084,abs_TDM_E_2_e.torque_[i_103.0],353245
1085,abs_TDM_E_2_e.current_[i_103.0],310421
1086,abs_TDM_E_2_e.speed.act_[i_103.0],419773
1087,abs_TDM_E_2_e.speed.set_[i_103.0],154204
1088,abs_TDM_E_2_e.uf.load_hor_roll_[i_103.0],316825
1089,abs_TDM_E_2_e.uf.os.load_hor_roll.lower_[i_103.0],310718
1090,abs_TDM_E_2_e.uf.os.load_hor_roll.upper_[i_103.0],310455
1091,abs_TDM_E_2_e.uf.ds.load_hor_roll.lower_[i_103.0],311429
1092,abs_TDM_E_2_e.uf.ds.load_hor_roll.upper_[i_103.0],310949
1093,abs_TDM_E_2_e.uf.os.load_vert_roll_[i_103.0],310586
1094,abs_TDM_E_2_e.uf.ds.load_vert_roll_[i_103.0],315150
1095,abs_TDM_E_2_e.uf.axial_displace_lower_shaft_[i_103.0],301917
1096,abs_TDM_E_2_e.uf.torque_[i_103.0],312023
1097,abs_TDM_E_2_e.ur.load_hor_roll_[i_103.0],312308
1098,abs_TDM_E_2_e.ur.os.load_hor_roll.lower_[i_103.0],308694
1099,abs_TDM_E_2_e.ur.os.load_hor_roll.upper_[i_103.0],308475
1100,abs_TDM_E_2_e.ur.ds.load_hor_roll.lower_[i_103.0],308426
1101,abs_TDM_E_2_e.ur.ds.load_hor_roll.upper_[i_103.0],308060
1102,abs_TDM_E_2_e.ur.os.load_vert_roll_[i_103.0],309921
1103,abs_TDM_E_2_e.ur.ds.load_vert_roll_[i_103.0],312691
1104,abs_TDM_E_2_e.ur.axial_displace_lower_shaft_[i_103.0],296264
1105,abs_TDM_E_2_e.ur.torque_[i_103.0],314415
1106,TDM_E_3_e.gh25.cool_roll.act_[i_103.0],342293
1107,TDM_E_3_e.ds.pos_low_hor_roll_[i_103.0],358924
1108,TDM_E_3_e.os.pos_low_hor_roll_[i_103.0],358778
1109,TDM_E_3_e.ds.pos_up_hor_roll_[i_103.0],358725
1110,TDM_E_3_e.os.pos_up_hor_roll_[i_103.0],358948
1111,TDM_E_3_e.load_hor_roll_[i_103.0],354954
1112,TDM_E_3_e.os.load_hor_roll.lower_[i_103.0],351545
1113,TDM_E_3_e.os.load_hor_roll.upper_[i_103.0],351799
1114,TDM_E_3_e.ds.load_hor_roll.lower_[i_103.0],348072
1115,TDM_E_3_e.ds.load_hor_roll.upper_[i_103.0],347654
1116,TDM_E_3_e.torque_[i_103.0],361970
1117,TDM_E_3_e.current_[i_103.0],325086
1118,TDM_E_3_e.speed.act_[i_103.0],474177
1119,TDM_E_3_e.speed.set_[i_103.0],182775
1120,TDM_E_3_e.uf.load_hor_roll_[i_103.0],319654
1121,TDM_E_3_e.uf.os.load_hor_roll.lower_[i_103.0],313357
1122,TDM_E_3_e.uf.os.load_hor_roll.upper_[i_103.0],312797
1123,TDM_E_3_e.uf.ds.load_hor_roll.lower_[i_103.0],313090
1124,TDM_E_3_e.uf.ds.load_hor_roll.upper_[i_103.0],312343
1125,TDM_E_3_e.uf.os.load_vert_roll_[i_103.0],310524
1126,TDM_E_3_e.uf.ds.load_vert_roll_[i_103.0],312869
1127,TDM_E_3_e.uf.axial_displace_lower_shaft_[i_103.0],301072
1128,TDM_E_3_e.uf.torque_[i_103.0],312178
1129,TDM_E_3_e.ur.load_hor_roll_[i_103.0],317253
1130,TDM_E_3_e.ur.os.load_hor_roll.lower_[i_103.0],312940
1131,TDM_E_3_e.ur.os.load_hor_roll.upper_[i_103.0],312611
1132,TDM_E_3_e.ur.ds.load_hor_roll.lower_[i_103.0],312054
1133,TDM_E_3_e.ur.ds.load_hor_roll.upper_[i_103.0],310775
1134,TDM_E_3_e.ur.os.load_vert_roll_[i_103.0],312121
1135,TDM_E_3_e.ur.ds.load_vert_roll_[i_103.0],317818
1136,TDM_E_3_e.ur.axial_displace_lower_shaft_[i_103.0],299661
1137,TDM_E_3_e.ur.torque_[i_103.0],314886
1138,abs_TDM_E_3_e.gh25.cool_roll.act_[i_103.0],342293
1139,abs_TDM_E_3_e.ds.pos_low_hor_roll_[i_103.0],358924
1140,abs_TDM_E_3_e.os.pos_low_hor_roll_[i_103.0],358778
1141,abs_TDM_E_3_e.ds.pos_up_hor_roll_[i_103.0],358725
1142,abs_TDM_E_3_e.os.pos_up_hor_roll_[i_103.0],358948
1143,abs_TDM_E_3_e.load_hor_roll_[i_103.0],354263
1144,abs_TDM_E_3_e.os.load_hor_roll.lower_[i_103.0],351135
1145,abs_TDM_E_3_e.os.load_hor_roll.upper_[i_103.0],351156
1146,abs_TDM_E_3_e.ds.load_hor_roll.lower_[i_103.0],347601
1147,abs_TDM_E_3_e.ds.load_hor_roll.upper_[i_103.0],347303
1148,abs_TDM_E_3_e.torque_[i_103.0],356363
1149,abs_TDM_E_3_e.current_[i_103.0],325086
1150,abs_TDM_E_3_e.speed.act_[i_103.0],474137
1151,abs_TDM_E_3_e.speed.set_[i_103.0],182760
1152,abs_TDM_E_3_e.uf.load_hor_roll_[i_103.0],319265
1153,abs_TDM_E_3_e.uf.os.load_hor_roll.lower_[i_103.0],312997
1154,abs_TDM_E_3_e.uf.os.load_hor_roll.upper_[i_103.0],312569
1155,abs_TDM_E_3_e.uf.ds.load_hor_roll.lower_[i_103.0],312929
1156,abs_TDM_E_3_e.uf.ds.load_hor_roll.upper_[i_103.0],312143
1157,abs_TDM_E_3_e.uf.os.load_vert_roll_[i_103.0],310273
1158,abs_TDM_E_3_e.uf.ds.load_vert_roll_[i_103.0],312754
1159,abs_TDM_E_3_e.uf.axial_displace_lower_shaft_[i_103.0],301072
1160,abs_TDM_E_3_e.uf.torque_[i_103.0],310373
1161,abs_TDM_E_3_e.ur.load_hor_roll_[i_103.0],315561
1162,abs_TDM_E_3_e.ur.os.load_hor_roll.lower_[i_103.0],311728
1163,abs_TDM_E_3_e.ur.os.load_hor_roll.upper_[i_103.0],311515
1164,abs_TDM_E_3_e.ur.ds.load_hor_roll.lower_[i_103.0],310732
1165,abs_TDM_E_3_e.ur.ds.load_hor_roll.upper_[i_103.0],309629
1166,abs_TDM_E_3_e.ur.os.load_vert_roll_[i_103.0],310842
1167,abs_TDM_E_3_e.ur.ds.load_vert_roll_[i_103.0],316873
1168,abs_TDM_E_3_e.ur.axial_displace_lower_shaft_[i_103.0],299661
1169,abs_TDM_E_3_e.ur.torque_[i_103.0],312616
1170,BD_1_1_bd1.temp.extrapolated_[ni],82849
1171,BD_1_1_bd1.descaling.pressure.extrapolated_[ni],56297
1172,BD_1_1_bd1.ge11-1.ds.line_before.act_[ni],1408
1173,BD_1_1_bd1.ge11-1.ds.line_before.set_[ni],229
1174,BD_1_1_bd1.ge11-2.ds.line_before.act_[ni],1367
1175,BD_1_1_bd1.ge11-2.ds.line_before.set_[ni],229
1176,BD_1_1_bd1.ge11-3.ds.line_before.act_[ni],1258
1177,BD_1_1_bd1.ge11-3.ds.line_before.set_[ni],239
1178,BD_1_1_bd1.ge12-1.os.line_before.act_[ni],1297
1179,BD_1_1_bd1.ge12-1.os.line_before.set_[ni],279
1180,BD_1_1_bd1.ge12-2.os.line_before.act_[ni],993
1181,BD_1_1_bd1.ge12-2.os.line_before.set_[ni],279
1182,BD_1_1_bd1.ge12-3.os.line_before.act_[ni],1416
1183,BD_1_1_bd1.ge12-3.os.line_before.set_[ni],232
1184,BD_1_1_bd1.gr27-1.table_pos_before.act_[ni],317
1185,BD_1_1_bd1.gr27-1.table_pos_before.set_[ni],261
1186,BD_1_1_bd1.gr22-1.os.table_pos_before.act_[ni],374
1187,BD_1_1_bd1.gr22-1.os.table_pos_before.set_[ni],272
1188,BD_1_1_bd1.gr22-2.os.table_pos_before.act_[ni],326
1189,BD_1_1_bd1.gr22-2.os.table_pos_before.set_[ni],272
1190,BD_1_1_bd1.gg25.cool_roll.set_[ni],259
1191,BD_1_1_bd1.gg25.cool_roll.act_[ni],1386
1192,BD_1_1_bd1.ds.pos_low_hor_roll_[ni],1313
1193,BD_1_1_bd1.os.pos_low_hor_roll_[ni],1303
1194,BD_1_1_bd1.ds.pos_up_hor_roll_[ni],1297
1195,BD_1_1_bd1.os.pos_up_hor_roll_[ni],1372
1196,BD_1_1_bd1.ds.pos_vert_roll_in_[ni],1269
1197,BD_1_1_bd1.ds.pos_vert_roll_out_[ni],1225
1198,BD_1_1_bd1.os.pos_vert_roll_in_[ni],1275
1199,BD_1_1_bd1.os.pos_vert_roll_out_[ni],1278
1200,BD_1_1_bd1.load_hor_roll_[ni],1446
1201,BD_1_1_bd1.os.load_hor_roll.lower_[ni],1330
1202,BD_1_1_bd1.os.load_hor_roll.upper_[ni],1343
1203,BD_1_1_bd1.ds.load_hor_roll.lower_[ni],1348
1204,BD_1_1_bd1.ds.load_hor_roll.upper_[ni],1340
1205,BD_1_1_bd1.os.load_vert_roll_[ni],1496
1206,BD_1_1_bd1.ds.load_vert_roll_[ni],1503
1207,BD_1_1_bd1.axial_displace_lower_shaft_[ni],1110
1208,BD_1_1_bd1.torque_[ni],87010
1209,BD_1_1_bd1.current_[ni],65604
1210,BD_1_1_bd1.speed.act_[ni],108714
1211,BD_1_1_bd1.speed.set_[ni],90828
1212,abs_BD_1_1_bd1.temp.extrapolated_[ni],82849
1213,abs_BD_1_1_bd1.descaling.pressure.extrapolated_[ni],56297
1214,abs_BD_1_1_bd1.ge11-1.ds.line_before.act_[ni],1408
1215,abs_BD_1_1_bd1.ge11-1.ds.line_before.set_[ni],229
1216,abs_BD_1_1_bd1.ge11-2.ds.line_before.act_[ni],1367
1217,abs_BD_1_1_bd1.ge11-2.ds.line_before.set_[ni],229
1218,abs_BD_1_1_bd1.ge11-3.ds.line_before.act_[ni],1258
1219,abs_BD_1_1_bd1.ge11-3.ds.line_before.set_[ni],239
1220,abs_BD_1_1_bd1.ge12-1.os.line_before.act_[ni],1297
1221,abs_BD_1_1_bd1.ge12-1.os.line_before.set_[ni],279
1222,abs_BD_1_1_bd1.ge12-2.os.line_before.act_[ni],993
1223,abs_BD_1_1_bd1.ge12-2.os.line_before.set_[ni],279
1224,abs_BD_1_1_bd1.ge12-3.os.line_before.act_[ni],1416
1225,abs_BD_1_1_bd1.ge12-3.os.line_before.set_[ni],232
1226,abs_BD_1_1_bd1.gr27-1.table_pos_before.act_[ni],317
1227,abs_BD_1_1_bd1.gr27-1.table_pos_before.set_[ni],261
1228,abs_BD_1_1_bd1.gr22-1.os.table_pos_before.act_[ni],374
1229,abs_BD_1_1_bd1.gr22-1.os.table_pos_before.set_[ni],272
1230,abs_BD_1_1_bd1.gr22-2.os.table_pos_before.act_[ni],326
1231,abs_BD_1_1_bd1.gr22-2.os.table_pos_before.set_[ni],272
1232,abs_BD_1_1_bd1.gg25.cool_roll.set_[ni],259
1233,abs_BD_1_1_bd1.gg25.cool_roll.act_[ni],1386
1234,abs_BD_1_1_bd1.ds.pos_low_hor_roll_[ni],1313
1235,abs_BD_1_1_bd1.os.pos_low_hor_roll_[ni],1303
1236,abs_BD_1_1_bd1.ds.pos_up_hor_roll_[ni],1297
1237,abs_BD_1_1_bd1.os.pos_up_hor_roll_[ni],1372
1238,abs_BD_1_1_bd1.ds.pos_vert_roll_in_[ni],1269
1239,abs_BD_1_1_bd1.ds.pos_vert_roll_out_[ni],1225
1240,abs_BD_1_1_bd1.os.pos_vert_roll_in_[ni],1275
1241,abs_BD_1_1_bd1.os.pos_vert_roll_out_[ni],1278
1242,abs_BD_1_1_bd1.load_hor_roll_[ni],1394
1243,abs_BD_1_1_bd1.os.load_hor_roll.lower_[ni],1283
1244,abs_BD_1_1_bd1.os.load_hor_roll.upper_[ni],1307
1245,abs_BD_1_1_bd1.ds.load_hor_roll.lower_[ni],1316
1246,abs_BD_1_1_bd1.ds.load_hor_roll.upper_[ni],1307
1247,abs_BD_1_1_bd1.os.load_vert_roll_[ni],1409
1248,abs_BD_1_1_bd1.ds.load_vert_roll_[ni],1420
1249,abs_BD_1_1_bd1.axial_displace_lower_shaft_[ni],1110
1250,abs_BD_1_1_bd1.torque_[ni],86882
1251,abs_BD_1_1_bd1.current_[ni],65604
1252,abs_BD_1_1_bd1.speed.act_[ni],108704
1253,abs_BD_1_1_bd1.speed.set_[ni],90823
