,feature,unique_vals
2061,BD_1_2_bd1.dr31.speed.set_[ni],78468
2062,abs_BD_1_2_bd1.descaling.ready_[ni],0
2063,abs_BD_1_2_bd1.descaling.pressure.on_[ni],0
2064,abs_BD_1_2_bd1.descaling.temp_[ni],64874
2065,abs_BD_1_2_bd1.ds.roll_pos.set_[ni],98807
2066,abs_BD_1_2_bd1.os.roll_pos.set_[ni],114078
2067,abs_BD_1_2_bd1.ds.roll_pos.act_[ni],98801
2068,abs_BD_1_2_bd1.os.roll_pos.act_[ni],114109
2069,abs_BD_1_2_bd1.os.load_[ni],47304
2070,abs_BD_1_2_bd1.ds.load_[ni],85133
2071,abs_BD_1_2_bd1.ds.line_before_[ni],94930
2072,abs_BD_1_2_bd1.os.line_before_[ni],97997
2073,abs_BD_1_2_bd1.ds.line_after_[ni],98820
2074,abs_BD_1_2_bd1.os.line_after_[ni],107996
2075,abs_BD_1_2_bd1.tilter_1_pos_[ni],16652
2076,abs_BD_1_2_bd1.tilter_1_angle_[ni],27
2077,abs_BD_1_2_bd1.tilter_2_pos_[ni],24382
2078,abs_BD_1_2_bd1.tilter_2_angle_[ni],4376
2079,abs_BD_1_2_bd1.dr31.speed.act_[ni],79505
2080,abs_BD_1_2_bd1.dr31.speed.set_[ni],78465
2081,BD_1_3_bd1.descaling.ready_[ni],0
2082,BD_1_3_bd1.descaling.pressure.on_[ni],0
2083,BD_1_3_bd1.descaling.temp_[ni],66863
2084,BD_1_3_bd1.ds.roll_pos.set_[ni],95069
2085,BD_1_3_bd1.os.roll_pos.set_[ni],95251
2086,BD_1_3_bd1.ds.roll_pos.act_[ni],95133
2087,BD_1_3_bd1.os.roll_pos.act_[ni],95140
2088,BD_1_3_bd1.os.load_[ni],74497
2089,BD_1_3_bd1.ds.load_[ni],75789
2090,BD_1_3_bd1.ds.line_before_[ni],100276
2091,BD_1_3_bd1.os.line_before_[ni],107585
2092,BD_1_3_bd1.ds.line_after_[ni],79796
2093,BD_1_3_bd1.os.line_after_[ni],65942
2094,BD_1_3_bd1.tilter_1_pos_[ni],107717
2095,BD_1_3_bd1.tilter_1_angle_[ni],14190
2096,BD_1_3_bd1.tilter_2_pos_[ni],15972
2097,BD_1_3_bd1.tilter_2_angle_[ni],4284
2098,BD_1_3_bd1.dr31.speed.act_[ni],83262
2099,BD_1_3_bd1.dr31.speed.set_[ni],95082
2100,abs_BD_1_3_bd1.descaling.ready_[ni],0
2101,abs_BD_1_3_bd1.descaling.pressure.on_[ni],0
2102,abs_BD_1_3_bd1.descaling.temp_[ni],66863
2103,abs_BD_1_3_bd1.ds.roll_pos.set_[ni],95069
2104,abs_BD_1_3_bd1.os.roll_pos.set_[ni],95251
2105,abs_BD_1_3_bd1.ds.roll_pos.act_[ni],95133
2106,abs_BD_1_3_bd1.os.roll_pos.act_[ni],95140
2107,abs_BD_1_3_bd1.os.load_[ni],74497
2108,abs_BD_1_3_bd1.ds.load_[ni],75789
2109,abs_BD_1_3_bd1.ds.line_before_[ni],100276
2110,abs_BD_1_3_bd1.os.line_before_[ni],107585
2111,abs_BD_1_3_bd1.ds.line_after_[ni],79796
2112,abs_BD_1_3_bd1.os.line_after_[ni],65942
2113,abs_BD_1_3_bd1.tilter_1_pos_[ni],107717
2114,abs_BD_1_3_bd1.tilter_1_angle_[ni],14190
2115,abs_BD_1_3_bd1.tilter_2_pos_[ni],15972
2116,abs_BD_1_3_bd1.tilter_2_angle_[ni],4284
2117,abs_BD_1_3_bd1.dr31.speed.act_[ni],83254
2118,abs_BD_1_3_bd1.dr31.speed.set_[ni],95080
2119,BD_1_4_bd1.descaling.ready_[ni],0
2120,BD_1_4_bd1.descaling.pressure.on_[ni],0
2121,BD_1_4_bd1.descaling.temp_[ni],70805
2122,BD_1_4_bd1.ds.roll_pos.set_[ni],98491
2123,BD_1_4_bd1.os.roll_pos.set_[ni],110616
2124,BD_1_4_bd1.ds.roll_pos.act_[ni],98504
2125,BD_1_4_bd1.os.roll_pos.act_[ni],110571
2126,BD_1_4_bd1.os.load_[ni],78592
2127,BD_1_4_bd1.ds.load_[ni],83198
2128,BD_1_4_bd1.ds.line_before_[ni],106907
2129,BD_1_4_bd1.os.line_before_[ni],89135
2130,BD_1_4_bd1.ds.line_after_[ni],107481
2131,BD_1_4_bd1.os.line_after_[ni],101372
2132,BD_1_4_bd1.tilter_1_pos_[ni],14018
2133,BD_1_4_bd1.tilter_1_angle_[ni],29
2134,BD_1_4_bd1.tilter_2_pos_[ni],22133
2135,BD_1_4_bd1.tilter_2_angle_[ni],5727
2136,BD_1_4_bd1.dr31.speed.act_[ni],77739
2137,BD_1_4_bd1.dr31.speed.set_[ni],79022
2138,abs_BD_1_4_bd1.descaling.ready_[ni],0
2139,abs_BD_1_4_bd1.descaling.pressure.on_[ni],0
2140,abs_BD_1_4_bd1.descaling.temp_[ni],70805
2141,abs_BD_1_4_bd1.ds.roll_pos.set_[ni],98491
2142,abs_BD_1_4_bd1.os.roll_pos.set_[ni],110616
2143,abs_BD_1_4_bd1.ds.roll_pos.act_[ni],98504
2144,abs_BD_1_4_bd1.os.roll_pos.act_[ni],110571
2145,abs_BD_1_4_bd1.os.load_[ni],78592
2146,abs_BD_1_4_bd1.ds.load_[ni],83198
2147,abs_BD_1_4_bd1.ds.line_before_[ni],106907
2148,abs_BD_1_4_bd1.os.line_before_[ni],89135
2149,abs_BD_1_4_bd1.ds.line_after_[ni],107481
2150,abs_BD_1_4_bd1.os.line_after_[ni],101372
2151,abs_BD_1_4_bd1.tilter_1_pos_[ni],14018
2152,abs_BD_1_4_bd1.tilter_1_angle_[ni],29
2153,abs_BD_1_4_bd1.tilter_2_pos_[ni],22133
2154,abs_BD_1_4_bd1.tilter_2_angle_[ni],5727
2155,abs_BD_1_4_bd1.dr31.speed.act_[ni],77729
2156,abs_BD_1_4_bd1.dr31.speed.set_[ni],79018
2157,BD_1_5_bd1.descaling.ready_[ni],0
2158,BD_1_5_bd1.descaling.pressure.on_[ni],0
2159,BD_1_5_bd1.descaling.temp_[ni],74958
2160,BD_1_5_bd1.ds.roll_pos.set_[ni],93738
2161,BD_1_5_bd1.os.roll_pos.set_[ni],94751
2162,BD_1_5_bd1.ds.roll_pos.act_[ni],93689
2163,BD_1_5_bd1.os.roll_pos.act_[ni],94775
2164,BD_1_5_bd1.os.load_[ni],75972
2165,BD_1_5_bd1.ds.load_[ni],76918
2166,BD_1_5_bd1.ds.line_before_[ni],106271
2167,BD_1_5_bd1.os.line_before_[ni],103068
2168,BD_1_5_bd1.ds.line_after_[ni],98047
2169,BD_1_5_bd1.os.line_after_[ni],65895
2170,BD_1_5_bd1.tilter_1_pos_[ni],103001
2171,BD_1_5_bd1.tilter_1_angle_[ni],16244
2172,BD_1_5_bd1.tilter_2_pos_[ni],16153
2173,BD_1_5_bd1.tilter_2_angle_[ni],5707
2174,BD_1_5_bd1.dr31.speed.act_[ni],84502
2175,BD_1_5_bd1.dr31.speed.set_[ni],95264
2176,abs_BD_1_5_bd1.descaling.ready_[ni],0
2177,abs_BD_1_5_bd1.descaling.pressure.on_[ni],0
2178,abs_BD_1_5_bd1.descaling.temp_[ni],74958
2179,abs_BD_1_5_bd1.ds.roll_pos.set_[ni],93738
2180,abs_BD_1_5_bd1.os.roll_pos.set_[ni],94751
2181,abs_BD_1_5_bd1.ds.roll_pos.act_[ni],93689
2182,abs_BD_1_5_bd1.os.roll_pos.act_[ni],94775
2183,abs_BD_1_5_bd1.os.load_[ni],75972
2184,abs_BD_1_5_bd1.ds.load_[ni],76918
2185,abs_BD_1_5_bd1.ds.line_before_[ni],106271
2186,abs_BD_1_5_bd1.os.line_before_[ni],103068
2187,abs_BD_1_5_bd1.ds.line_after_[ni],98047
2188,abs_BD_1_5_bd1.os.line_after_[ni],65895
2189,abs_BD_1_5_bd1.tilter_1_pos_[ni],103001
2190,abs_BD_1_5_bd1.tilter_1_angle_[ni],16244
2191,abs_BD_1_5_bd1.tilter_2_pos_[ni],16167
2192,abs_BD_1_5_bd1.tilter_2_angle_[ni],5707
2193,abs_BD_1_5_bd1.dr31.speed.act_[ni],84496
2194,abs_BD_1_5_bd1.dr31.speed.set_[ni],95260
2195,BD_1_6_bd1.descaling.ready_[ni],0
2196,BD_1_6_bd1.descaling.pressure.on_[ni],0
2197,BD_1_6_bd1.descaling.temp_[ni],72861
2198,BD_1_6_bd1.ds.roll_pos.set_[ni],94641
2199,BD_1_6_bd1.os.roll_pos.set_[ni],95631
2200,BD_1_6_bd1.ds.roll_pos.act_[ni],94588
2201,BD_1_6_bd1.os.roll_pos.act_[ni],95561
2202,BD_1_6_bd1.os.load_[ni],82239
2203,BD_1_6_bd1.ds.load_[ni],80901
2204,BD_1_6_bd1.ds.line_before_[ni],112151
2205,BD_1_6_bd1.os.line_before_[ni],119340
2206,BD_1_6_bd1.ds.line_after_[ni],129213
2207,BD_1_6_bd1.os.line_after_[ni],129783
2208,BD_1_6_bd1.tilter_1_pos_[ni],15870
2209,BD_1_6_bd1.tilter_1_angle_[ni],43
2210,BD_1_6_bd1.tilter_2_pos_[ni],25035
2211,BD_1_6_bd1.tilter_2_angle_[ni],15178
2212,BD_1_6_bd1.dr31.speed.act_[ni],77195
2213,BD_1_6_bd1.dr31.speed.set_[ni],76478
2214,abs_BD_1_6_bd1.descaling.ready_[ni],0
2215,abs_BD_1_6_bd1.descaling.pressure.on_[ni],0
2216,abs_BD_1_6_bd1.descaling.temp_[ni],72861
2217,abs_BD_1_6_bd1.ds.roll_pos.set_[ni],94641
2218,abs_BD_1_6_bd1.os.roll_pos.set_[ni],95631
2219,abs_BD_1_6_bd1.ds.roll_pos.act_[ni],94588
2220,abs_BD_1_6_bd1.os.roll_pos.act_[ni],95561
2221,abs_BD_1_6_bd1.os.load_[ni],82239
2222,abs_BD_1_6_bd1.ds.load_[ni],80901
2223,abs_BD_1_6_bd1.ds.line_before_[ni],112151
2224,abs_BD_1_6_bd1.os.line_before_[ni],119340
2225,abs_BD_1_6_bd1.ds.line_after_[ni],129213
2226,abs_BD_1_6_bd1.os.line_after_[ni],129783
2227,abs_BD_1_6_bd1.tilter_1_pos_[ni],15871
2228,abs_BD_1_6_bd1.tilter_1_angle_[ni],43
2229,abs_BD_1_6_bd1.tilter_2_pos_[ni],25035
2230,abs_BD_1_6_bd1.tilter_2_angle_[ni],15178
2231,abs_BD_1_6_bd1.dr31.speed.act_[ni],77192
2232,abs_BD_1_6_bd1.dr31.speed.set_[ni],76474
2233,BD_1_7_bd1.descaling.ready_[ni],0
2234,BD_1_7_bd1.descaling.pressure.on_[ni],0
2235,BD_1_7_bd1.descaling.temp_[ni],76985
2236,BD_1_7_bd1.ds.roll_pos.set_[ni],95886
2237,BD_1_7_bd1.os.roll_pos.set_[ni],96732
2238,BD_1_7_bd1.ds.roll_pos.act_[ni],95944
2239,BD_1_7_bd1.os.roll_pos.act_[ni],96698
2240,BD_1_7_bd1.os.load_[ni],78486
2241,BD_1_7_bd1.ds.load_[ni],23853
2242,BD_1_7_bd1.ds.line_before_[ni],101752
2243,BD_1_7_bd1.os.line_before_[ni],95753
2244,BD_1_7_bd1.ds.line_after_[ni],108096
2245,BD_1_7_bd1.os.line_after_[ni],99203
2246,BD_1_7_bd1.tilter_1_pos_[ni],96530
2247,BD_1_7_bd1.tilter_1_angle_[ni],16019
2248,BD_1_7_bd1.tilter_2_pos_[ni],15652
2249,BD_1_7_bd1.tilter_2_angle_[ni],5533
2250,BD_1_7_bd1.dr31.speed.act_[ni],14269
2251,BD_1_7_bd1.dr31.speed.set_[ni],14143
2252,abs_BD_1_7_bd1.descaling.ready_[ni],0
2253,abs_BD_1_7_bd1.descaling.pressure.on_[ni],0
2254,abs_BD_1_7_bd1.descaling.temp_[ni],76985
2255,abs_BD_1_7_bd1.ds.roll_pos.set_[ni],95886
2256,abs_BD_1_7_bd1.os.roll_pos.set_[ni],96732
2257,abs_BD_1_7_bd1.ds.roll_pos.act_[ni],95944
2258,abs_BD_1_7_bd1.os.roll_pos.act_[ni],96698
2259,abs_BD_1_7_bd1.os.load_[ni],78486
2260,abs_BD_1_7_bd1.ds.load_[ni],23853
2261,abs_BD_1_7_bd1.ds.line_before_[ni],101752
2262,abs_BD_1_7_bd1.os.line_before_[ni],95753
2263,abs_BD_1_7_bd1.ds.line_after_[ni],108096
2264,abs_BD_1_7_bd1.os.line_after_[ni],99203
2265,abs_BD_1_7_bd1.tilter_1_pos_[ni],96530
2266,abs_BD_1_7_bd1.tilter_1_angle_[ni],16019
2267,abs_BD_1_7_bd1.tilter_2_pos_[ni],15665
2268,abs_BD_1_7_bd1.tilter_2_angle_[ni],5533
2269,abs_BD_1_7_bd1.dr31.speed.act_[ni],14247
2270,abs_BD_1_7_bd1.dr31.speed.set_[ni],14120
2271,BD_2_1_bd2.os.roll_pos.set_[ni],17045
2272,BD_2_1_bd2.ds.roll_pos.set_[ni],17003
2273,BD_2_1_bd2.os.roll_pos.act_[ni],92135
2274,BD_2_1_bd2.ds.roll_pos.act_[ni],91714
2275,BD_2_1_bd2.os.load_[ni],84561
2276,BD_2_1_bd2.ds.load_[ni],84400
2277,BD_2_1_bd2.de112-bs-01.os.line_before.act_[ni],114371
2278,BD_2_1_bd2.de111-bs-02.os.line_before.set_[ni],15747
2279,BD_2_1_bd2.de111-bs-01.ds.line_before.set_[ni],15336
2280,BD_2_1_bd2.de111-bs-01.ds.line_before.act_[ni],107444
2281,BD_2_1_bd2.dk111-bs-01.tilter_3_pos.set_[ni],117120
2282,BD_2_1_bd2.dk111-bs-01.tilter_3_pos.act_[ni],107810
2283,BD_2_1_bd2.dk112-bs-01.tilter_3_angle.set_[ni],9626
2284,BD_2_1_bd2.dk112-bs-01.tilter_3_angle.act_[ni],63341
2285,BD_2_1_bd2.de122-bs-02.os.line_after.set_[ni],15459
2286,BD_2_1_bd2.de122-bs-01.os.line_after.act_[ni],112197
2287,BD_2_1_bd2.de121-bs-01.ds.line_after.set_[ni],15336
2288,BD_2_1_bd2.de121-bs-01.ds.line_after.act_[ni],83286
2289,BD_2_1_bd2.dk121-bs-01.tilter_4_pos.set_[ni],15507
2290,BD_2_1_bd2.dk121-bs-01.tilter_4_pos.act_[ni],69875
2291,BD_2_1_bd2.dk122-bs-01.tilter_4_angle.set_[ni],1
2292,BD_2_1_bd2.dk122-bs-01.tilter_4_angle.act_[ni],80323
2293,BD_2_1_bd2.roll_cooling_[ni],73748
2294,BD_2_1_bd2.dr131.speed.act_[ni],72920
2295,BD_2_1_bd2.dr131.speed.set_[ni],73704
2296,abs_BD_2_1_bd2.os.roll_pos.set_[ni],17045
2297,abs_BD_2_1_bd2.ds.roll_pos.set_[ni],17003
2298,abs_BD_2_1_bd2.os.roll_pos.act_[ni],92135
2299,abs_BD_2_1_bd2.ds.roll_pos.act_[ni],91714
2300,abs_BD_2_1_bd2.os.load_[ni],84561
2301,abs_BD_2_1_bd2.ds.load_[ni],84400
2302,abs_BD_2_1_bd2.de112-bs-01.os.line_before.act_[ni],114371
2303,abs_BD_2_1_bd2.de111-bs-02.os.line_before.set_[ni],15747
2304,abs_BD_2_1_bd2.de111-bs-01.ds.line_before.set_[ni],15336
2305,abs_BD_2_1_bd2.de111-bs-01.ds.line_before.act_[ni],107444
2306,abs_BD_2_1_bd2.dk111-bs-01.tilter_3_pos.set_[ni],117120
2307,abs_BD_2_1_bd2.dk111-bs-01.tilter_3_pos.act_[ni],107810
2308,abs_BD_2_1_bd2.dk112-bs-01.tilter_3_angle.set_[ni],9626
2309,abs_BD_2_1_bd2.dk112-bs-01.tilter_3_angle.act_[ni],63341
2310,abs_BD_2_1_bd2.de122-bs-02.os.line_after.set_[ni],15459
2311,abs_BD_2_1_bd2.de122-bs-01.os.line_after.act_[ni],112197
2312,abs_BD_2_1_bd2.de121-bs-01.ds.line_after.set_[ni],15336
2313,abs_BD_2_1_bd2.de121-bs-01.ds.line_after.act_[ni],83286
2314,abs_BD_2_1_bd2.dk121-bs-01.tilter_4_pos.set_[ni],15507
2315,abs_BD_2_1_bd2.dk121-bs-01.tilter_4_pos.act_[ni],69875
2316,abs_BD_2_1_bd2.dk122-bs-01.tilter_4_angle.set_[ni],1
2317,abs_BD_2_1_bd2.dk122-bs-01.tilter_4_angle.act_[ni],80323
2318,abs_BD_2_1_bd2.roll_cooling_[ni],73748
2319,abs_BD_2_1_bd2.dr131.speed.act_[ni],72918
2320,abs_BD_2_1_bd2.dr131.speed.set_[ni],73704
2321,BD_2_2_bd2.os.roll_pos.set_[ni],18044
2322,BD_2_2_bd2.ds.roll_pos.set_[ni],18068
2323,BD_2_2_bd2.os.roll_pos.act_[ni],94834
2324,BD_2_2_bd2.ds.roll_pos.act_[ni],93834
2325,BD_2_2_bd2.os.load_[ni],84492
2326,BD_2_2_bd2.ds.load_[ni],84065
2327,BD_2_2_bd2.de112-bs-01.os.line_before.act_[ni],112390
2328,BD_2_2_bd2.de111-bs-02.os.line_before.set_[ni],22232
2329,BD_2_2_bd2.de111-bs-01.ds.line_before.set_[ni],20898
2330,BD_2_2_bd2.de111-bs-01.ds.line_before.act_[ni],106445
2331,BD_2_2_bd2.dk111-bs-01.tilter_3_pos.set_[ni],20630
2332,BD_2_2_bd2.dk111-bs-01.tilter_3_pos.act_[ni],103777
2333,BD_2_2_bd2.dk112-bs-01.tilter_3_angle.set_[ni],24
2334,BD_2_2_bd2.dk112-bs-01.tilter_3_angle.act_[ni],39815
2335,BD_2_2_bd2.de122-bs-02.os.line_after.set_[ni],25246
2336,BD_2_2_bd2.de122-bs-01.os.line_after.act_[ni],123961
2337,BD_2_2_bd2.de121-bs-01.ds.line_after.set_[ni],20900
2338,BD_2_2_bd2.de121-bs-01.ds.line_after.act_[ni],124334
2339,BD_2_2_bd2.dk121-bs-01.tilter_4_pos.set_[ni],16142
2340,BD_2_2_bd2.dk121-bs-01.tilter_4_pos.act_[ni],74648
2341,BD_2_2_bd2.dk122-bs-01.tilter_4_angle.set_[ni],1
2342,BD_2_2_bd2.dk122-bs-01.tilter_4_angle.act_[ni],90554
2343,BD_2_2_bd2.roll_cooling_[ni],73325
2344,BD_2_2_bd2.dr131.speed.act_[ni],78320
2345,BD_2_2_bd2.dr131.speed.set_[ni],75318
2346,abs_BD_2_2_bd2.os.roll_pos.set_[ni],18044
2347,abs_BD_2_2_bd2.ds.roll_pos.set_[ni],18068
2348,abs_BD_2_2_bd2.os.roll_pos.act_[ni],94834
2349,abs_BD_2_2_bd2.ds.roll_pos.act_[ni],93834
2350,abs_BD_2_2_bd2.os.load_[ni],84492
2351,abs_BD_2_2_bd2.ds.load_[ni],84065
2352,abs_BD_2_2_bd2.de112-bs-01.os.line_before.act_[ni],112390
2353,abs_BD_2_2_bd2.de111-bs-02.os.line_before.set_[ni],22232
2354,abs_BD_2_2_bd2.de111-bs-01.ds.line_before.set_[ni],20898
2355,abs_BD_2_2_bd2.de111-bs-01.ds.line_before.act_[ni],106445
2356,abs_BD_2_2_bd2.dk111-bs-01.tilter_3_pos.set_[ni],20630
2357,abs_BD_2_2_bd2.dk111-bs-01.tilter_3_pos.act_[ni],103777
2358,abs_BD_2_2_bd2.dk112-bs-01.tilter_3_angle.set_[ni],24
2359,abs_BD_2_2_bd2.dk112-bs-01.tilter_3_angle.act_[ni],39815
2360,abs_BD_2_2_bd2.de122-bs-02.os.line_after.set_[ni],25246
2361,abs_BD_2_2_bd2.de122-bs-01.os.line_after.act_[ni],123961
2362,abs_BD_2_2_bd2.de121-bs-01.ds.line_after.set_[ni],20900
2363,abs_BD_2_2_bd2.de121-bs-01.ds.line_after.act_[ni],124334
2364,abs_BD_2_2_bd2.dk121-bs-01.tilter_4_pos.set_[ni],16142
2365,abs_BD_2_2_bd2.dk121-bs-01.tilter_4_pos.act_[ni],74648
2366,abs_BD_2_2_bd2.dk122-bs-01.tilter_4_angle.set_[ni],1
2367,abs_BD_2_2_bd2.dk122-bs-01.tilter_4_angle.act_[ni],90554
2368,abs_BD_2_2_bd2.roll_cooling_[ni],73325
2369,abs_BD_2_2_bd2.dr131.speed.act_[ni],78312
2370,abs_BD_2_2_bd2.dr131.speed.set_[ni],75314
2371,BD_2_3_bd2.os.roll_pos.set_[ni],16894
2372,BD_2_3_bd2.ds.roll_pos.set_[ni],16854
2373,BD_2_3_bd2.os.roll_pos.act_[ni],94195
2374,BD_2_3_bd2.ds.roll_pos.act_[ni],83625
2375,BD_2_3_bd2.os.load_[ni],78817
2376,BD_2_3_bd2.ds.load_[ni],79206
2377,BD_2_3_bd2.de112-bs-01.os.line_before.act_[ni],104985
2378,BD_2_3_bd2.de111-bs-02.os.line_before.set_[ni],14624
2379,BD_2_3_bd2.de111-bs-01.ds.line_before.set_[ni],15829
2380,BD_2_3_bd2.de111-bs-01.ds.line_before.act_[ni],110239
2381,BD_2_3_bd2.dk111-bs-01.tilter_3_pos.set_[ni],15137
2382,BD_2_3_bd2.dk111-bs-01.tilter_3_pos.act_[ni],74176
2383,BD_2_3_bd2.dk112-bs-01.tilter_3_angle.set_[ni],19
2384,BD_2_3_bd2.dk112-bs-01.tilter_3_angle.act_[ni],24663
2385,BD_2_3_bd2.de122-bs-02.os.line_after.set_[ni],14323
2386,BD_2_3_bd2.de122-bs-01.os.line_after.act_[ni],92252
2387,BD_2_3_bd2.de121-bs-01.ds.line_after.set_[ni],15829
2388,BD_2_3_bd2.de121-bs-01.ds.line_after.act_[ni],91486
2389,BD_2_3_bd2.dk121-bs-01.tilter_4_pos.set_[ni],16010
2390,BD_2_3_bd2.dk121-bs-01.tilter_4_pos.act_[ni],61924
2391,BD_2_3_bd2.dk122-bs-01.tilter_4_angle.set_[ni],1
2392,BD_2_3_bd2.dk122-bs-01.tilter_4_angle.act_[ni],70458
2393,BD_2_3_bd2.roll_cooling_[ni],66826
2394,BD_2_3_bd2.dr131.speed.act_[ni],13762
2395,BD_2_3_bd2.dr131.speed.set_[ni],13638
2396,abs_BD_2_3_bd2.os.roll_pos.set_[ni],16894
2397,abs_BD_2_3_bd2.ds.roll_pos.set_[ni],16854
2398,abs_BD_2_3_bd2.os.roll_pos.act_[ni],94195
2399,abs_BD_2_3_bd2.ds.roll_pos.act_[ni],83625
2400,abs_BD_2_3_bd2.os.load_[ni],78817
2401,abs_BD_2_3_bd2.ds.load_[ni],79206
2402,abs_BD_2_3_bd2.de112-bs-01.os.line_before.act_[ni],104985
2403,abs_BD_2_3_bd2.de111-bs-02.os.line_before.set_[ni],14624
2404,abs_BD_2_3_bd2.de111-bs-01.ds.line_before.set_[ni],15829
2405,abs_BD_2_3_bd2.de111-bs-01.ds.line_before.act_[ni],110239
2406,abs_BD_2_3_bd2.dk111-bs-01.tilter_3_pos.set_[ni],15144
2407,abs_BD_2_3_bd2.dk111-bs-01.tilter_3_pos.act_[ni],74176
2408,abs_BD_2_3_bd2.dk112-bs-01.tilter_3_angle.set_[ni],19
2409,abs_BD_2_3_bd2.dk112-bs-01.tilter_3_angle.act_[ni],24663
2410,abs_BD_2_3_bd2.de122-bs-02.os.line_after.set_[ni],14323
2411,abs_BD_2_3_bd2.de122-bs-01.os.line_after.act_[ni],92252
2412,abs_BD_2_3_bd2.de121-bs-01.ds.line_after.set_[ni],15829
2413,abs_BD_2_3_bd2.de121-bs-01.ds.line_after.act_[ni],91486
2414,abs_BD_2_3_bd2.dk121-bs-01.tilter_4_pos.set_[ni],16008
2415,abs_BD_2_3_bd2.dk121-bs-01.tilter_4_pos.act_[ni],61924
2416,abs_BD_2_3_bd2.dk122-bs-01.tilter_4_angle.set_[ni],1
2417,abs_BD_2_3_bd2.dk122-bs-01.tilter_4_angle.act_[ni],70458
2418,abs_BD_2_3_bd2.roll_cooling_[ni],66826
2419,abs_BD_2_3_bd2.dr131.speed.act_[ni],13784
2420,abs_BD_2_3_bd2.dr131.speed.set_[ni],13657
2421,WBF_BEAM_VERT_ENC_[ni],66405
2422,U0_u0.ds.roll_hor_gap_[i_103.0],316664
2423,U0_u0.os.roll_hor_gap_[i_103.0],315482
2424,U0_u0.ds.roll_vert_gap_[i_103.0],315276
2425,U0_u0.os.roll_vert_gap_[i_103.0],310325
2426,U0_u0.hax_act_srg_[i_103.0],315163
2427,U0_u0.reference_offset_axial_shifting_[i_103.0],64665
2428,U0_u0.reference_inclination_horizontal_top_roll_[i_103.0],48979
2429,U0_u0.os.reference_thickness_vertical_[i_103.0],49187
2430,U0_u0.gr41.speed.act_[i_103.0],275145
2431,abs_U0_u0.ds.roll_hor_gap_[i_103.0],316664
2432,abs_U0_u0.os.roll_hor_gap_[i_103.0],315482
2433,abs_U0_u0.ds.roll_vert_gap_[i_103.0],315275
2434,abs_U0_u0.os.roll_vert_gap_[i_103.0],310325
2435,abs_U0_u0.hax_act_srg_[i_103.0],315016
2436,abs_U0_u0.reference_offset_axial_shifting_[i_103.0],64649
2437,abs_U0_u0.reference_inclination_horizontal_top_roll_[i_103.0],48979
2438,abs_U0_u0.os.reference_thickness_vertical_[i_103.0],49187
2439,abs_U0_u0.gr41.speed.act_[i_103.0],275138
2440,TDM_UF_1_uf.ds.roll_hor_gap_[i_103.0],1810254
2441,TDM_UF_1_uf.os.roll_hor_gap_[i_103.0],1823767
2442,TDM_UF_1_uf.ds.roll_vert_gap_[i_103.0],2065223
2443,TDM_UF_1_uf.os.roll_vert_gap_[i_103.0],2065643
2444,TDM_UF_1_uf.hax_act_srg_[i_103.0],1893482
2445,TDM_UF_1_uf.reference_offset_axial_shifting_[i_103.0],339768
2446,TDM_UF_1_uf.reference_inclination_horizontal_top_roll_[i_103.0],573
2447,TDM_UF_1_uf.ds.reference_thickness_vertical_[i_103.0],522376
2448,TDM_UF_1_uf.os.reference_thickness_vertical_[i_103.0],572594
2449,TDM_UF_1_uf.gr11.speed.act.rpm_[i_103.0],1614332
2450,abs_TDM_UF_1_uf.ds.roll_hor_gap_[i_103.0],1810254
2451,abs_TDM_UF_1_uf.os.roll_hor_gap_[i_103.0],1823767
2452,abs_TDM_UF_1_uf.ds.roll_vert_gap_[i_103.0],2065223
2453,abs_TDM_UF_1_uf.os.roll_vert_gap_[i_103.0],2065643
2454,abs_TDM_UF_1_uf.hax_act_srg_[i_103.0],1894372
2455,abs_TDM_UF_1_uf.reference_offset_axial_shifting_[i_103.0],339757
2456,abs_TDM_UF_1_uf.reference_inclination_horizontal_top_roll_[i_103.0],573
2457,abs_TDM_UF_1_uf.ds.reference_thickness_vertical_[i_103.0],522376
2458,abs_TDM_UF_1_uf.os.reference_thickness_vertical_[i_103.0],572594
2459,abs_TDM_UF_1_uf.gr11.speed.act.rpm_[i_103.0],1614332
2460,TDM_UF_2_uf.ds.roll_hor_gap_[i_103.0],297964
2461,TDM_UF_2_uf.os.roll_hor_gap_[i_103.0],300031
2462,TDM_UF_2_uf.ds.roll_vert_gap_[i_103.0],309912
2463,TDM_UF_2_uf.os.roll_vert_gap_[i_103.0],303343
2464,TDM_UF_2_uf.hax_act_srg_[i_103.0],308144
2465,TDM_UF_2_uf.reference_offset_axial_shifting_[i_103.0],44233
2466,TDM_UF_2_uf.reference_inclination_horizontal_top_roll_[i_103.0],711
2467,TDM_UF_2_uf.ds.reference_thickness_vertical_[i_103.0],74291
2468,TDM_UF_2_uf.os.reference_thickness_vertical_[i_103.0],72006
2469,TDM_UF_2_uf.gr11.speed.act.rpm_[i_103.0],189719
2470,abs_TDM_UF_2_uf.ds.roll_hor_gap_[i_103.0],297964
2471,abs_TDM_UF_2_uf.os.roll_hor_gap_[i_103.0],300031
2472,abs_TDM_UF_2_uf.ds.roll_vert_gap_[i_103.0],309912
2473,abs_TDM_UF_2_uf.os.roll_vert_gap_[i_103.0],303343
2474,abs_TDM_UF_2_uf.hax_act_srg_[i_103.0],308234
